CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc
613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,9.000591824819853,0.1,0.7,0.891835574965611,0.55,56+,Low,0,2,1
592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0.9952640544215248,0.2857142857142857,1.0,1.4456510288684634,0.68,26-35,High,0,2,0
546,France,Male,29,5,0.0,1,1,1,94823.95,0,0.0,0.16666666666666666,1.0,0.746572195827147,0.55,26-35,Low,0,0,1
721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0,1.0840862841938346,0.2,0.0,1.6742800655288752,0.12,36-45,High,1,2,1
671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,0.7480891713924419,0.25,0.3,1.9593342126850253,0.43,46-55,Premium,1,2,0
624,Spain,Male,35,2,0.0,2,1,0,87310.59,0,0.0,0.6666666666666666,0.3,0.8948859245925379,0.27999999999999997,26-35,Low,0,1,1
751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,1.0113540921838524,0.125,0.3,2.2961378597451696,0.33,46-55,Premium,1,2,0
636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,0.0,1.5,1.0,0.8560065393287257,0.63,36-45,Low,0,1,1
607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,4.617996499880065,0.1111111111111111,1.0,1.109221337813361,0.64,56+,Medium,0,1,0
509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,1.1594567529505377,2.0,1.0,1.2274409343789,0.5,26-35,Medium,0,2,0
653,Spain,Male,35,9,0.0,2,1,1,45956.05,0,0.0,0.2,1.0,0.7535153476192353,0.77,26-35,Low,0,1,1
709,Spain,Female,37,8,0.0,3,1,0,71738.56,0,0.0,0.3333333333333333,0.3,1.0188779461369002,0.5599999999999999,36-45,Low,0,1,0
559,France,Male,32,9,145303.52,1,1,0,103560.98,0,1.403058535574542,0.1,0.3,1.6035340164124512,0.39,26-35,High,1,0,1
684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0,2.6442797731222463,0.4,1.0,1.6049756040907526,0.62,36-45,High,0,2,1
635,France,Female,27,8,127471.56,1,1,1,152916.05,1,0.8335993926118769,0.1111111111111111,1.0,1.9409853377531088,0.64,26-35,Premium,0,0,0
709,France,Male,26,6,156551.63,1,0,1,4410.77,0,35.48499355134107,0.14285714285714285,0.7,1.5175863596335593,0.45999999999999996,26-35,High,0,0,1
656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,1.2985152774653475,0.1,0.3,1.4296330918885527,0.39,46-55,Medium,0,2,0
793,France,Male,32,2,0.0,2,1,0,193817.63,1,0.0,0.6666666666666666,0.3,1.8419670394986323,0.27999999999999997,26-35,Premium,0,0,1
609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,4.8260368981765875,0.16666666666666666,1.0,1.2459485019113752,0.55,36-45,Medium,0,1,1
618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,3.0839956418602767,0.18181818181818182,1.0,1.1407664637466657,0.8,26-35,Medium,0,2,0
850,France,Female,35,6,81684.97,1,1,0,1842.8253000000004,0,44.30190322261007,0.14285714285714285,0.3,1.4392421083892648,0.30000000000000004,26-35,High,0,0,0
669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,1.0419435279760174,0.25,0.0,1.4696938731577218,0.09000000000000001,46-55,High,0,1,1
594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,1.8212497603578404,2.0,1.0,1.6215838527463555,0.5,36-45,High,0,2,1
616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,0.0,0.4,1.0,1.3154870103683036,0.62,56+,Medium,0,1,1
676,France,Female,49,1,0.0,1,1,0,79342.31,1,0.0,0.5,0.3,0.9786803599500979,0.15,46-55,Low,0,0,0
608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,1.777843902415312,0.1,0.7,1.2558711802690996,0.55,36-45,Medium,0,1,0
710,France,Male,21,4,109130.96,2,1,1,56191.99,0,1.9420742694062019,0.4,1.0,1.5288693745075312,0.62,18-25,High,0,0,1
695,France,Male,29,5,0.0,2,1,1,6770.44,0,0.0,0.3333333333333333,1.0,0.6542984222440555,0.65,26-35,Low,0,0,1
530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,0.7398769288800595,0.1,0.7,1.147906868970548,0.55,26-35,Medium,0,2,1
509,Spain,Male,29,1,0.0,2,1,0,69113.14,0,0.0,1.0,0.3,0.5270295360747221,0.24999999999999997,26-35,Low,0,1,1
517,France,Female,45,4,0.0,1,0,0,172674.36,1,0.0,0.2,0.0,1.0739308727444912,0.12,36-45,Low,0,0,0
758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,4.8536543382111965,2.0,1.0,1.6005366216147066,0.5,26-35,High,0,2,1
665,France,Male,51,2,0.0,1,0,0,53353.36,0,0.0,0.3333333333333333,0.0,0.8199212164738731,0.06,46-55,Low,0,0,1
631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0,2.182481127794203,0.14285714285714285,1.0,1.5396906510822126,0.5800000000000001,18-25,High,0,2,0
576,Spain,Male,33,3,0.0,2,0,1,190112.05,0,0.0,0.5,0.7,1.3039441252995767,0.47,26-35,Medium,0,1,1
544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,0.6026494766647701,0.25,0.7,1.178242999383887,0.37,18-25,Medium,0,1,1
596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,0.4197764122627754,0.5,0.3,1.475841793510162,0.47,36-45,High,0,2,1
481,France,Female,34,5,0.0,2,1,1,125253.46,0,0.0,0.3333333333333333,1.0,0.7461428774257618,0.65,26-35,Low,0,0,0
498,France,Male,46,1,91857.66,1,1,0,101954.78,1,0.9009558849924938,0.5,0.3,1.1620227805472267,0.15,46-55,Medium,0,0,1
512,Spain,Male,31,6,0.0,2,1,0,168462.26,0,0.0,0.2857142857142857,0.3,1.040503694691911,0.4,26-35,Low,0,1,1
594,France,Female,56,7,0.0,1,1,0,26215.85,1,0.0,0.125,0.3,0.5117681794182929,0.33,56+,Low,0,0,0
570,France,Female,30,10,176173.52,1,1,0,97045.32,1,1.8153549768811428,0.09090909090909091,0.3,1.7626413971985173,0.42,26-35,High,1,0,0
721,Spain,Male,38,7,0.0,1,0,1,53534.8,0,0.0,0.125,0.7,0.9548171521654591,0.49,36-45,Low,0,1,1
453,France,Female,37,4,131834.76,2,1,0,8949.2,0,14.729811624321243,0.4,0.3,0.7953653731137496,0.33999999999999997,36-45,Low,1,0,0
562,France,Male,48,3,92347.96,1,1,1,163116.75,0,0.5661429243598567,0.25,1.0,1.6294593274999687,0.49000000000000005,46-55,High,0,0,1
682,France,Male,40,4,0.0,2,1,1,140745.91,0,0.0,0.4,1.0,1.3059558312953046,0.62,36-45,Medium,0,0,1
748,France,Male,40,3,95297.11,1,0,0,171515.84,0,0.5556137228274495,0.25,0.0,2.133096725811839,0.09000000000000001,36-45,Premium,0,0,1
729,France,Female,32,9,0.0,2,0,0,150803.44,0,0.0,0.2,0.0,1.46965061381414,0.37,26-35,High,0,0,0
663,France,Male,39,4,0.0,1,1,0,76884.05,0,0.0,0.2,0.3,0.9350522418724306,0.24,36-45,Low,0,0,1
735,France,Female,53,8,123845.36,2,0,1,170454.93,1,0.7265535437810817,0.2222222222222222,0.7,2.2501013380878483,0.6199999999999999,46-55,Premium,0,0,0
627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,1.0022433830193571,0.5,1.0,1.9576376741229438,0.59,56+,Premium,0,2,1
713,France,Male,46,5,0.0,1,1,1,55701.62,0,0.0,0.16666666666666666,1.0,0.946720816456282,0.55,46-55,Low,0,0,1
562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,0.6047508387825808,0.3333333333333333,0.7,1.8574451975798827,0.33999999999999997,26-35,Premium,0,2,1
632,France,Male,43,2,100013.51,1,1,0,24275.32,0,4.1197969873522835,0.3333333333333333,0.3,1.1305876656949267,0.18,36-45,Medium,1,0,1
479,France,Female,33,2,185967.98540000003,1,0,0,50774.81,1,3.6625311422900007,0.3333333333333333,0.0,1.3618044855075222,0.06,26-35,Medium,1,0,0
658,Spain,Male,21,7,0.0,2,0,1,154279.87,0,0.0,0.25,0.7,1.3175105319888614,0.59,18-25,Medium,0,1,1
598,France,Female,40,9,0.0,1,1,0,68462.59,1,0.0,0.1,0.3,0.7366329018252272,0.39,36-45,Low,0,0,0
597,France,Male,21,2,0.0,2,1,1,91036.74,0,0.0,0.6666666666666666,1.0,0.8492816089959806,0.56,18-25,Low,0,0,1
512,France,Female,33,6,121685.31,2,1,1,83681.97,0,1.454122744448482,0.2857142857142857,1.0,1.2627861035062526,0.68,26-35,Medium,0,0,0
704,France,Male,39,2,111525.02,1,1,0,198069.7345,0,0.5630565276668876,0.3333333333333333,0.3,2.250417806354216,0.18,36-45,Premium,1,0,1
474,France,Male,26,6,0.0,2,0,0,152491.22,0,0.0,0.2857142857142857,0.0,0.8682039318045858,0.28,26-35,Low,0,0,1
604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,0.8418546554893196,0.09090909090909091,1.0,1.7000049313765,0.7,36-45,High,0,2,1
683,France,Male,41,6,95696.52,2,1,1,184366.14,0,0.5190541004215827,0.2857142857142857,1.0,2.045229009600761,0.68,36-45,Premium,0,0,1
537,France,Male,28,0,88963.31,2,1,1,189839.93,0,0.4686202812006873,2.0,1.0,1.687635633026551,0.5,26-35,High,0,0,1
794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,0.8248501347381106,2.0,0.7,2.530801801175314,0.37999999999999995,26-35,Premium,0,1,1
732,France,Male,55,9,136576.02,1,0,1,3268.17,1,41.77697091310638,0.1,0.7,1.459373191367052,0.55,46-55,High,0,0,1
495,France,Female,38,2,63093.01,1,1,1,47089.72,0,1.3398183336334633,0.3333333333333333,1.0,0.7205703857038841,0.46,36-45,Low,0,0,0
552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0,2.840690316049088,0.18181818181818182,1.0,1.2262341384020408,0.8,36-45,Medium,0,2,1
602,France,Female,29,3,88814.4,2,1,1,62487.97,0,1.4212812277110662,0.5,1.0,1.1933337495971412,0.59,26-35,Medium,0,0,0
607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,0.49887072771500984,0.16666666666666666,0.7,1.8218706016987134,0.42999999999999994,36-45,Premium,0,2,1
675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,2.1879804462012107,1.0,0.3,1.6648392640794278,0.12,26-35,High,1,2,0
443,France,Female,54,3,138547.97,1,1,1,70196.23,1,1.9736956857129548,0.25,1.0,1.119664169949926,0.49000000000000005,46-55,Medium,0,0,0
727,France,Female,31,2,52192.08,2,0,1,160383.47,0,0.3254185395880287,0.6666666666666666,0.7,1.7943379953143406,0.43999999999999995,26-35,High,0,0,0
482,France,Male,38,4,124976.19,1,1,0,35848.12,0,3.4861717665594023,0.2,0.3,0.9649436728206906,0.24,36-45,Low,1,0,1
686,France,Female,34,1,0.0,2,1,0,87278.48,0,0.0,1.0,0.3,1.043047646356257,0.24999999999999997,26-35,Low,0,0,0
588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,1.1043024208935002,0.25,0.3,1.4065461492450426,0.21000000000000002,26-35,Medium,1,2,1
605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,1.1260685655930271,0.09090909090909091,0.7,1.8930388459684249,0.58,46-55,Premium,0,1,0
583,France,Male,39,1,129299.28,2,1,0,73107.6,0,1.768591930361134,1.0,0.3,1.4196964518264512,0.24999999999999997,36-45,Medium,1,0,1
738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,0.7215856576226133,0.25,0.3,2.4760467269600355,0.43,36-45,Premium,1,2,1
744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,1.053804240853516,0.5,0.3,2.04497184892788,0.15,26-35,Premium,1,1,1
781,France,Male,23,2,107433.48,1,1,0,173843.21,0,0.6179871046611216,0.3333333333333333,0.3,2.2891652337609445,0.18,18-25,Premium,1,0,1
699,France,Male,34,2,117468.67,1,1,0,185227.42,0,0.6341827566201773,0.3333333333333333,0.3,2.2049704468646016,0.18,26-35,Premium,1,0,1
639,France,Female,27,2,0.0,2,0,0,125244.18,0,0.0,0.6666666666666666,0.0,1.1240860158591626,0.15999999999999998,26-35,Medium,0,0,0
583,France,Female,27,4,0.0,3,1,0,163113.41,0,0.0,0.6,0.3,1.1831016601599904,0.43999999999999995,26-35,Medium,0,0,0
587,France,Male,42,1,0.0,1,0,0,123006.91,0,0.0,0.5,0.0,0.9882826585774528,0.03,36-45,Low,0,0,1
694,France,Male,40,9,0.0,2,1,0,40463.03,0,0.0,0.2,0.3,0.8236082675091146,0.49,36-45,Low,0,0,1
570,France,Female,29,4,153040.03,1,1,1,131363.57,1,1.1650023290145888,0.2,1.0,1.8131370253404528,0.52,26-35,Premium,0,0,0
692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,0.7545346332329387,0.5714285714285714,0.3,2.336275630289119,0.6,36-45,Premium,1,2,1
511,France,Female,30,5,0.0,2,1,0,143994.86,0,0.0,0.3333333333333333,0.3,0.9134220295514237,0.37,26-35,Low,0,0,0
788,France,Male,32,4,112079.58,1,0,0,89368.59,0,1.2541131720532679,0.2,0.0,1.9004004020575636,0.12,26-35,Premium,1,0,1
526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,0.8337891840901844,0.25,1.0,1.7325834097646304,0.71,56+,High,0,1,1
749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,0.8454517681106716,0.1,0.3,1.5083526350289047,0.39,46-55,High,0,1,0
691,France,Female,33,6,0.0,2,1,1,100408.31,0,0.0,0.2857142857142857,1.0,1.1219208340124984,0.68,26-35,Medium,0,0,0
481,France,Female,39,6,0.0,1,1,1,24677.54,0,0.0,0.14285714285714285,1.0,0.23359380650557418,0.5800000000000001,36-45,Low,0,0,0
752,France,Male,33,4,0.0,2,1,1,39570.78,0,0.0,0.4,1.0,0.9578172165507288,0.62,26-35,Low,0,0,1
658,France,Female,38,6,102895.1,1,0,0,155665.76,0,0.6609959634285444,0.14285714285714285,0.0,1.8778679191402123,0.18000000000000002,36-45,Premium,1,0,0
679,Spain,Male,42,2,0.0,1,1,1,168294.27,0,0.0,0.3333333333333333,1.0,1.4391691250634686,0.46,36-45,High,0,1,1
754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,1.33750055881644,0.25,0.7,1.841185736418921,0.59,26-35,Premium,0,2,1
679,France,Male,47,10,185967.98540000003,2,1,0,191198.92,1,0.9726363138645666,0.18181818181818182,0.3,2.5558944513369157,0.52,46-55,Premium,1,0,1
633,Spain,Female,39,2,0.0,2,0,0,191207.03,0,0.0,0.6666666666666666,0.0,1.4458879341505857,0.15999999999999998,36-45,High,0,1,0
674,France,Female,31,1,0.0,1,1,0,128954.05,0,0.0,0.5,0.3,1.226724093938574,0.15,26-35,Medium,0,0,0
600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,1.946762351666244,0.3333333333333333,0.7,1.32492336630808,0.33999999999999997,26-35,Medium,0,2,1
645,Spain,Male,49,8,0.0,2,1,0,162012.6,0,0.0,0.2222222222222222,0.3,1.3258171360221818,0.45999999999999996,46-55,Medium,0,1,1
698,France,Male,36,6,0.0,2,0,1,19231.98,0,0.0,0.2857142857142857,0.7,0.7249812208269194,0.5599999999999999,36-45,Low,0,0,1
508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,0.0,0.09090909090909091,1.0,1.0680704058836872,0.7,46-55,Low,0,1,1
555,France,Female,44,3,105770.7,3,1,0,60533.96,1,1.74726637301817,0.75,0.3,1.1621142447302444,0.41,36-45,Medium,1,0,0
751,France,Female,48,9,0.0,1,1,0,137508.42,1,0.0,0.1,0.3,1.4545288960592235,0.39,46-55,High,0,0,0
738,France,Female,39,1,94435.45,2,0,1,189430.86,0,0.49851936205451397,1.0,0.7,2.195837370872966,0.4099999999999999,36-45,Premium,0,0,0
706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,16.787452451127642,0.1111111111111111,0.7,1.2874152987910144,0.52,36-45,Medium,0,2,0
595,France,Female,53,7,0.0,2,1,0,41371.68,1,0.0,0.25,0.3,0.5913967707782142,0.43,46-55,Low,0,0,0
577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,1.0223646438613758,0.25,0.0,1.6632038140070518,0.09000000000000001,36-45,High,1,2,0
578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,0.9029844851315119,0.1111111111111111,1.0,1.7697980363011325,0.64,36-45,High,0,2,0
699,France,Male,32,3,0.0,2,1,1,170770.44,0,0.0,0.5,1.0,1.4996349265099482,0.59,26-35,High,0,0,1
826,France,Female,30,5,0.0,2,0,1,157397.57,0,0.0,0.3333333333333333,0.7,1.735312646425905,0.5299999999999999,26-35,High,0,0,0
656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,2.7973575064505893,0.125,0.3,1.5454085421185206,0.33,46-55,High,1,2,0
556,France,Female,47,2,139914.27,1,1,1,50390.98,0,2.776518604746231,0.3333333333333333,1.0,1.2964157148596958,0.46,46-55,Medium,0,0,0
569,France,Male,41,4,120243.49,1,1,0,163150.03,1,0.7370072380174371,0.2,0.3,1.7963771248313622,0.24,36-45,High,1,0,1
765,France,Male,34,9,91835.16,1,0,0,138280.17,0,0.6641190553999506,0.1,0.0,1.9857770826657974,0.27,26-35,Premium,0,0,1
544,Spain,Male,37,2,0.0,2,0,0,135067.02,0,0.0,0.6666666666666666,0.0,0.9468718663831647,0.15999999999999998,36-45,Low,0,1,1
588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,0.41078595964490944,0.1,1.0,1.5584458315723975,0.67,18-25,High,0,1,0
740,Spain,Female,31,8,0.0,2,0,0,86657.48,0,0.0,0.2222222222222222,0.0,1.169069545657454,0.33999999999999997,26-35,Medium,0,1,0
850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,0.7118254053549159,0.125,0.7,2.4370547597352923,0.49,36-45,Premium,0,1,1
766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,4.424686724168378,0.4,1.0,1.6239660323348601,0.62,26-35,High,0,2,1
849,France,Female,41,6,0.0,2,1,1,169203.51,1,0.0,0.2857142857142857,1.0,1.8505013049122256,0.68,36-45,Premium,0,0,0
612,France,Female,33,0,64900.32,2,1,0,102426.12,0,0.6336243760441571,2.0,0.3,1.2921951826987301,0.21999999999999997,26-35,Medium,0,0,0
517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,1.9966838036399153,1.0,0.3,1.0596471124106108,0.12,46-55,Low,1,2,1
645,France,Female,55,7,0.0,2,1,1,18369.33,0,0.0,0.25,1.0,0.5937907764080945,0.71,46-55,Low,0,0,0
696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,0.7135657152363732,0.2,0.7,2.0505000665081727,0.39999999999999997,36-45,Premium,0,2,1
716,France,Female,40,3,0.0,2,0,1,167636.15,0,0.0,0.5,0.7,1.5243319991509006,0.47,36-45,High,0,0,0
590,France,Male,32,9,0.0,2,1,0,138889.15,0,0.0,0.2,0.3,1.076397826726478,0.49,26-35,Low,0,0,1
656,France,Female,45,7,145933.27,1,1,1,198069.7345,0,0.7367735085568635,0.125,1.0,2.32060770820741,0.6100000000000001,36-45,Premium,0,0,0
473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0,0.69373147269463,0.125,0.3,1.7618578995393601,0.33,26-35,High,1,2,0
742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,6.211115504075385,0.1111111111111111,0.7,1.4011296323471942,0.52,36-45,Medium,0,2,0
834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,0.8007180401599873,0.3333333333333333,0.3,2.270706715237294,0.5599999999999999,56+,Premium,1,2,0
721,France,Male,41,7,0.0,2,0,1,61018.85,0,0.0,0.25,0.7,0.9929569263203486,0.59,36-45,Low,0,0,1
590,Spain,Male,29,10,0.0,1,1,1,51907.72,1,0.0,0.09090909090909091,1.0,0.6331281938580009,0.7,26-35,Low,0,1,1
516,Spain,Female,31,7,0.0,1,1,0,47018.75,0,0.0,0.125,0.3,0.4311798205024312,0.33,26-35,Low,0,1,0
850,France,Male,33,0,124781.67,1,0,1,33700.52,0,3.702553178610342,1.0,0.7,1.8333359890105285,0.27999999999999997,26-35,Premium,0,0,1
748,France,Female,39,9,132865.56,1,1,1,59636.43,1,2.227888760464695,0.1,1.0,1.7649591611250732,0.67,36-45,High,0,0,0
798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0,0.8212299582197969,0.2,0.3,2.3610172982766153,0.24,36-45,Premium,1,2,0
612,Germany,Male,72,6,96166.88,1,1,1,191393.26,0,0.5024543578266141,0.14285714285714285,1.0,1.9137129972550935,0.5800000000000001,56+,Premium,0,2,1
540,France,Female,40,3,165298.12,1,0,1,198069.7345,0,0.8345408543936106,0.25,0.7,2.147225766274876,0.37,36-45,Premium,0,0,0
719,Spain,Female,33,7,0.0,2,1,0,20016.59,0,0.0,0.25,0.3,0.7792189384775766,0.43,26-35,Low,0,1,0
598,France,Male,48,6,120682.53,1,1,0,30635.52,1,3.939172268913049,0.14285714285714285,0.3,1.1928033223757182,0.30000000000000004,46-55,Medium,1,0,1
796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0,0.872186759869063,0.3333333333333333,0.7,2.0145540103377164,0.5299999999999999,26-35,Premium,0,1,1
579,Germany,Male,42,0,144386.32,1,1,1,22497.1,1,6.417711717878399,1.0,1.0,1.233335911048361,0.4,36-45,Medium,0,2,1
850,Germany,Female,40,7,104449.8,1,1,1,1842.8253000000004,0,56.64842542295085,0.125,1.0,1.5616547373750276,0.6100000000000001,36-45,High,0,2,0
599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,1.7835231146502208,0.14285714285714285,0.0,1.5191126371238164,0.18000000000000002,26-35,High,1,1,1
724,France,Female,30,9,142475.87,1,1,1,107848.24,0,1.3210651275799439,0.1,1.0,2.004914303572254,0.67,26-35,Premium,0,0,0
508,France,Female,43,9,0.0,1,1,0,103726.71,0,0.0,0.1,0.3,0.7010328252907396,0.39,36-45,Low,0,0,0
773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,0.5788723311734557,0.6666666666666666,0.3,2.269787291861191,0.27999999999999997,36-45,Premium,1,1,1
526,France,Male,28,1,112070.44,1,0,1,126281.83,0,0.8874558797898336,0.5,0.7,1.4616720717589446,0.30999999999999994,26-35,High,0,0,1
542,France,Female,29,7,0.0,2,0,1,196651.72,0,0.0,0.25,0.7,1.2559314928851228,0.59,26-35,Medium,0,0,0
470,France,Male,35,1,96473.59,1,0,0,5962.3,0,16.17788640517834,0.5,0.0,0.6306670204647802,0.03,26-35,Low,0,0,1
805,Spain,Male,37,5,0.0,2,1,0,21928.81,0,0.0,0.3333333333333333,0.3,0.9947055080413865,0.37,36-45,Low,0,1,1
548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,0.8536812018087624,0.1,0.0,1.4985468942496318,0.27,46-55,High,1,2,1
672,France,Male,37,5,153195.59,1,1,1,162763.01,0,0.9412129253881124,0.16666666666666666,1.0,2.21800862615674,0.55,36-45,Premium,0,0,1
773,France,Male,45,8,96877.21,1,1,1,113950.51,0,0.850161704746168,0.1111111111111111,1.0,1.908040922803787,0.64,36-45,Premium,0,0,1
614,France,Male,44,6,0.0,2,0,1,104930.46,0,0.0,0.2857142857142857,0.7,0.960755821782603,0.5599999999999999,36-45,Low,0,0,1
537,France,Female,38,10,0.0,1,0,0,52337.97,1,0.0,0.09090909090909091,0.0,0.5085265501560148,0.3,36-45,Low,0,0,0
704,France,Female,40,6,95452.89,1,0,1,179964.55,0,0.5303953451091057,0.14285714285714285,0.7,2.0717270565253614,0.45999999999999996,36-45,Premium,0,0,0
586,Spain,Male,41,3,63873.56,1,1,0,83753.64,0,0.7626271213153086,0.25,0.3,1.1293154692371172,0.21000000000000002,36-45,Medium,0,1,1
677,France,Female,24,0,148298.59,2,0,0,182913.95,0,0.8107516088761471,2.0,0.0,2.306329891069949,0.09999999999999999,18-25,Premium,1,0,0
558,Spain,Female,31,7,0.0,2,1,0,166720.28,0,0.0,0.25,0.3,1.1416741658585137,0.43,26-35,Medium,0,1,0
634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0,0.7433407785620584,0.25,0.3,2.226342140777222,0.43,36-45,Premium,1,2,0
655,Germany,Male,37,9,121342.24,1,1,1,180241.44,0,0.6732168073179657,0.1,1.0,2.0951272621172743,0.67,36-45,Premium,0,2,1
619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0,2.0453932781749034,0.2857142857142857,0.3,1.2181841343816848,0.4,26-35,Medium,1,2,0
662,France,Female,41,4,0.0,2,1,0,126551.48,0,0.0,0.4,0.3,1.185772124451577,0.33999999999999997,36-45,Medium,0,0,0
705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0,1.0547270806052698,0.125,1.0,1.3422521186311762,0.6100000000000001,26-35,Medium,0,1,1
527,Spain,Female,35,8,0.0,1,1,0,98031.53,1,0.0,0.1111111111111111,0.3,0.7174639303658857,0.36,26-35,Low,0,1,0
630,Germany,Female,25,7,79656.81,1,1,0,93524.22,0,0.8517147567255121,0.125,0.3,1.369241671483187,0.33,18-25,Medium,0,2,0
850,France,Male,35,2,0.0,2,1,1,56991.66,0,0.0,0.6666666666666666,1.0,1.28104623838207,0.56,26-35,Medium,0,0,1
668,France,Female,53,10,110240.04,1,0,0,183980.56,1,0.5991907015029114,0.09090909090909091,0.0,2.085583300490396,0.3,46-55,Premium,1,0,0
573,France,Female,32,9,125321.84,2,1,1,130234.63,0,0.962270002456317,0.2,1.0,1.6655126401180165,0.77,26-35,High,0,0,0
680,France,Male,27,3,0.0,1,1,0,32454.26,0,0.0,0.25,0.3,0.7493016232749176,0.21000000000000002,26-35,Low,0,0,1
758,France,Female,32,2,84378.9,1,1,1,75396.43,0,1.1191216995062034,0.3333333333333333,1.0,1.608471944213075,0.46,26-35,High,0,0,0
597,France,Male,45,7,0.0,2,0,0,167756.45,0,0.0,0.25,0.0,1.240256069699559,0.31,36-45,Medium,0,0,1
580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0,5.49511400388783,0.18181818181818182,1.0,1.203879171337105,0.8,26-35,Medium,0,2,1
622,France,Male,59,5,119380.37,1,1,1,60429.43,0,1.9755009189906476,0.16666666666666666,1.0,1.3950514916119006,0.55,56+,Medium,0,0,1
638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0,1.4643524986971677,0.4,1.0,1.4463731502368213,0.62,56+,High,0,2,1
640,France,Female,21,4,0.0,2,0,1,78310.82,0,0.0,0.4,0.7,0.8872993395418207,0.49999999999999994,18-25,Low,0,0,0
644,Spain,Male,28,0,0.0,2,1,0,119419.37,0,0.0,2.0,0.3,1.1063636852081729,0.21999999999999997,26-35,Medium,0,1,1
753,France,Female,31,6,106596.29,1,0,0,91305.77,0,1.167452205351257,0.14285714285714285,0.0,1.7970553583023594,0.18000000000000002,26-35,High,1,0,0
629,France,Female,37,10,99546.25,3,0,1,25136.95,1,3.95999872702428,0.2727272727272727,0.7,1.1252890371766848,0.78,36-45,Medium,0,0,0
775,France,Female,30,5,0.0,1,1,0,193880.6,1,0.0,0.16666666666666666,0.3,1.799225742541338,0.27,26-35,High,0,0,0
701,France,Female,41,2,0.0,1,1,0,47856.78,0,0.0,0.3333333333333333,0.3,0.8780342716137048,0.18,36-45,Low,0,0,0
