CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc,Cluster,ChurnProbability,PredictedChurn,RevenueAtRisk,RSI,RSICategory,Recommendation
512,Spain,Male,39,3,0.0,1,1,0,134878.19,0,0.0,0.25,0.3,0.8693545381520699,0.21,36-45,Low,0,1,1,High Risk,0.3242,1,0.0,28.5,High Risk,Reactivation Campaign
802,Spain,Male,41,5,0.0,2,1,1,134626.3,0,0.0,0.3333333333333333,1.0,1.5618507754983049,0.65,36-45,High,0,1,1,Young Active,0.0176,0,0.0,85.0,Loyal,Standard Retention Programme
450,Spain,Female,34,2,0.0,2,1,0,175480.93,0,0.0,0.6666666666666666,0.3,0.9279464678900888,0.2799999999999999,26-35,Low,0,1,0,High Risk,0.1091,0,0.0,48.0,Moderate Risk,Reactivation Campaign
651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0,0.5174876281041018,0.5,0.3,1.8881086516529129,0.15,36-45,Premium,0,2,1,Wealthy Disengaged,0.4109,1,37070.62,22.5,High Risk,Reactivation Campaign
697,France,Female,33,1,87347.7,1,1,0,172524.51,0,0.5062886062472732,0.5,0.3,1.973481360022764,0.15,26-35,Premium,0,0,0,Wealthy Disengaged,0.1195,0,10438.05,22.5,High Risk,Reactivation Campaign
611,France,Male,28,2,0.0,2,0,0,25395.83,0,0.0,0.6666666666666666,0.0,0.5482590983234255,0.1599999999999999,26-35,Low,0,0,1,High Risk,0.0077,0,0.0,36.0,Moderate Risk,Reactivation Campaign
643,France,Female,33,0,137811.75,1,1,1,184856.89,0,0.745501044072287,1.0,1.0,2.178501108128581,0.4,26-35,Premium,0,0,0,Premium Loyal,0.0625,0,8613.23,47.5,Moderate Risk,Cross-Sell Programme
822,France,Male,37,3,105563.0,1,1,0,182624.93,0,0.5780285417300818,0.25,0.3,2.42194616633014,0.21,36-45,Premium,1,0,1,Wealthy Disengaged,0.0817,0,8624.5,28.5,High Risk,Reactivation Campaign
632,France,Male,38,4,0.0,2,0,0,192505.62,0,0.0,0.4,0.0,1.4501133874121857,0.2199999999999999,36-45,High,0,0,1,High Risk,0.0456,0,0.0,42.0,Moderate Risk,Reactivation Campaign
575,Spain,Female,26,7,0.0,2,1,0,112507.63,0,0.0,0.25,0.3,0.906068713182006,0.43,26-35,Low,0,1,0,High Risk,0.0173,0,0.0,63.0,Stable,Reactivation Campaign
672,France,Male,31,6,91125.75,1,1,0,177295.92,0,0.5139725495513402,0.1428571428571428,0.3,1.9583041193023183,0.3,26-35,Premium,0,0,1,Wealthy Disengaged,0.1568,0,14288.52,37.5,Moderate Risk,Reactivation Campaign
517,Spain,Male,39,3,0.0,2,0,1,12465.51,0,0.0,0.5,0.7,0.2574839814737805,0.47,36-45,Low,0,1,1,Young Active,0.0245,0,0.0,67.0,Stable,Standard Retention Programme
621,Spain,Male,39,8,0.0,2,1,0,36122.96,0,0.0,0.2222222222222222,0.3,0.6268495104536684,0.4599999999999999,36-45,Low,0,1,1,High Risk,0.0374,0,0.0,66.0,Stable,Reactivation Campaign
775,Germany,Female,72,6,135120.56,1,1,0,37836.64,0,3.571062042981539,0.1428571428571428,0.3,1.7305834016627428,0.3,56+,High,1,2,0,Wealthy Disengaged,0.3929,1,53088.87,37.5,Moderate Risk,Reactivation Campaign
600,France,Male,29,8,0.0,2,0,1,34747.43,0,0.0,0.2222222222222222,0.7,0.5696003811550925,0.6199999999999999,26-35,Low,0,0,1,Young Active,0.0145,0,0.0,82.0,Loyal,Standard Retention Programme
640,France,Male,28,7,0.0,2,1,1,131097.9,0,0.0,0.25,1.0,1.156309742932509,0.71,26-35,Medium,0,0,1,Young Active,0.0106,0,0.0,91.0,Loyal,Standard Retention Programme
752,France,Female,36,1,86837.95,1,1,1,105280.55,0,0.8248164089529456,0.5,1.0,1.759634541706058,0.43,36-45,High,0,0,0,Premium Loyal,0.09,0,7815.42,50.5,Moderate Risk,Cross-Sell Programme
613,France,Male,26,4,100446.57,1,0,1,149653.81,0,0.6711883834538964,0.2,0.7,1.726408265772935,0.3999999999999999,26-35,High,0,0,1,Premium Loyal,0.0717,0,7202.02,47.5,Moderate Risk,Cross-Sell Programme
484,France,Female,32,3,0.0,2,1,1,139390.99,0,0.0,0.5,1.0,0.8253667573864696,0.59,26-35,Low,0,0,0,Young Active,0.0292,0,0.0,79.0,Stable,Standard Retention Programme
511,France,Female,33,3,0.0,2,1,0,132436.71,0,0.0,0.5,0.3,0.8545200672919071,0.31,26-35,Low,0,0,0,High Risk,0.09,0,0.0,51.0,Moderate Risk,Reactivation Campaign
745,France,Female,32,2,0.0,4,0,1,179705.13,1,0.0,1.3333333333333333,0.7,1.6552152135551572,0.6399999999999999,26-35,High,0,0,0,Young Active,0.8944,1,0.0,34.0,Moderate Risk,Immediate Outreach
786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0,7.248705820988678,0.1428571428571428,0.3,1.5337657339013395,0.3,26-35,High,1,1,0,Wealthy Disengaged,0.2326,0,26635.63,37.5,Moderate Risk,Reactivation Campaign
727,France,Male,35,5,136364.46,1,0,0,142754.71,0,0.9552294615746018,0.1666666666666666,0.0,2.157116931093624,0.15,26-35,Premium,1,0,1,Wealthy Disengaged,0.1433,0,19541.03,22.5,High Risk,Reactivation Campaign
622,France,Male,31,5,106260.67,1,1,1,2578.43,0,41.19540751251245,0.1666666666666666,1.0,1.0296864734566036,0.55,26-35,Low,0,0,1,Premium Loyal,0.0371,0,3942.27,62.5,Stable,Cross-Sell Programme
794,France,Male,24,10,146126.75,1,1,1,88992.05,0,1.642001819243188,0.0909090909090909,1.0,2.0959163813262918,0.7,18-25,Premium,0,0,1,Premium Loyal,0.0336,0,4909.86,77.5,Stable,Cross-Sell Programme
636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1,3.378663611986845,0.2,0.7,1.2449026460859225,0.3999999999999999,46-55,Medium,0,1,1,Premium Loyal,0.4585,1,51023.96,47.5,Moderate Risk,Cross-Sell Programme
741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0,3.0942114704226964,0.2,0.3,1.580171476655324,0.49,36-45,High,1,1,0,Wealthy Disengaged,0.156,0,18884.83,69.0,Stable,Reactivation Campaign
687,France,Male,34,5,128270.56,1,1,0,191092.62,0,0.6712445972816884,0.1666666666666666,0.3,2.26423687420895,0.27,26-35,Premium,1,0,1,Wealthy Disengaged,0.1731,0,22203.63,34.5,Moderate Risk,Reactivation Campaign
660,Spain,Male,30,4,0.0,2,1,0,129149.06,0,0.0,0.4,0.3,1.1942250694311825,0.3399999999999999,26-35,Medium,0,1,1,High Risk,0.0174,0,0.0,54.0,Moderate Risk,Reactivation Campaign
660,France,Male,35,7,0.0,2,1,0,13218.6,0,0.0,0.25,0.3,0.6034270974678143,0.43,26-35,Low,0,0,1,High Risk,0.0136,0,0.0,63.0,Stable,Reactivation Campaign
617,France,Female,72,7,0.0,1,1,1,160589.18,0,0.0,0.125,1.0,1.251577541047198,0.6100000000000001,56+,Medium,0,0,0,Young Active,0.0194,0,0.0,68.5,Stable,Cross-Sell Programme
762,France,Male,32,10,185967.98540000003,1,1,0,179657.83,0,1.0351174245095554,0.0909090909090909,0.3,2.695644022544531,0.42,26-35,Premium,1,0,1,Wealthy Disengaged,0.1035,0,19247.69,49.5,Moderate Risk,Reactivation Campaign
752,Spain,Female,35,2,0.0,1,1,0,44335.54,1,0.0,0.3333333333333333,0.3,0.9820991054079988,0.18,26-35,Low,0,1,0,High Risk,0.4844,1,0.0,25.5,High Risk,Reactivation Campaign
561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0,2.913981512315711,0.4,1.0,0.9059473417640344,0.62,26-35,Low,0,1,1,Young Active,0.0423,0,3601.5,82.0,Loyal,Standard Retention Programme
609,France,Male,26,10,126392.18,1,0,1,43651.49,0,2.8954174206328207,0.0909090909090909,0.7,1.3161526579433536,0.58,26-35,Medium,0,0,1,Premium Loyal,0.0338,0,4272.06,65.5,Stable,Cross-Sell Programme
803,France,Male,28,3,0.0,2,1,0,159654.0,0,0.0,0.5,0.3,1.6917878084488662,0.31,26-35,High,0,0,1,High Risk,0.0114,0,0.0,51.0,Moderate Risk,Reactivation Campaign
556,France,Female,40,9,129860.37,1,0,0,17992.94,0,7.216894687878253,0.1,0.0,1.0772482033158464,0.27,36-45,Medium,1,0,0,Wealthy Disengaged,0.2304,0,29919.83,34.5,Moderate Risk,Reactivation Campaign
531,France,Female,53,5,127642.44,1,1,0,141501.45,1,0.9020510952283864,0.1666666666666666,0.3,1.634929966619272,0.27,46-55,High,1,0,0,Wealthy Disengaged,0.9047,1,115478.12,34.5,Moderate Risk,Immediate Outreach
432,France,Female,35,2,0.0,2,1,1,93825.78,0,0.0,0.6666666666666666,1.0,0.4687581080240548,0.56,26-35,Low,0,0,0,Young Active,0.0225,0,0.0,76.0,Stable,Standard Retention Programme
587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1,3.00058418416352,0.3333333333333333,1.0,1.2500069596432246,0.65,36-45,Medium,0,2,0,Premium Loyal,0.4574,1,57442.2,85.0,Loyal,Relationship Manager Assignment
683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,0.5214693059972871,0.375,0.0,1.3623832055016674,0.41,56+,Medium,0,1,1,High Risk,0.9903,1,50417.37,27.0,High Risk,Immediate Outreach
654,France,Male,29,2,91955.61,1,1,0,37065.66,0,2.4808172627369176,0.3333333333333333,0.3,1.2050711199480149,0.18,26-35,Medium,0,0,1,Wealthy Disengaged,0.096,0,8827.74,25.5,High Risk,Reactivation Campaign
670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0,2.182181387928068,0.6666666666666666,0.0,1.20989596690536,0.1599999999999999,36-45,Medium,0,2,0,High Risk,0.0827,0,6968.83,36.0,Moderate Risk,Reactivation Campaign
655,France,Female,36,2,147149.59,1,1,1,87816.86,0,1.67562258975566,0.3333333333333333,1.0,1.7628916486688402,0.46,36-45,High,0,0,0,Premium Loyal,0.0984,0,14479.52,53.5,Moderate Risk,Cross-Sell Programme
752,France,Female,36,7,0.0,2,1,0,184866.86,0,0.0,0.25,0.3,1.6982665289939582,0.43,36-45,High,0,0,0,High Risk,0.0522,0,0.0,63.0,Stable,Reactivation Campaign
534,France,Female,23,5,104822.45,1,0,1,160176.47,0,0.6544144441786975,0.1666666666666666,0.7,1.6145682962904857,0.4299999999999999,18-25,High,0,0,0,Premium Loyal,0.0783,0,8207.6,50.5,Moderate Risk,Cross-Sell Programme
635,France,Male,42,1,146766.72,2,0,1,164357.1,0,0.8929691934866612,1.0,0.7,2.103045819769357,0.4099999999999999,36-45,Premium,0,0,1,Premium Loyal,0.1253,0,18389.87,61.0,Stable,Relationship Manager Assignment
491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0,8.347447406832917,0.2857142857142857,1.0,1.0224086682453242,0.68,56+,Low,0,2,1,Premium Loyal,0.0263,0,3912.02,88.0,Loyal,Relationship Manager Assignment
516,France,Male,27,9,0.0,1,1,0,142680.64,1,0.0,0.1,0.3,0.9186863015962078,0.39,26-35,Low,0,0,1,High Risk,0.4135,1,0.0,46.5,Moderate Risk,Reactivation Campaign
530,France,Female,48,0,0.0,1,1,0,85081.09,0,0.0,1.0,0.3,0.6586436954269843,0.12,46-55,Low,0,0,0,High Risk,0.5262,1,0.0,19.5,High Risk,Reactivation Campaign
687,Spain,Male,35,3,0.0,2,1,1,176450.19,0,0.0,0.5,1.0,1.4998715994622114,0.59,26-35,High,0,1,1,Young Active,0.0126,0,0.0,79.0,Stable,Standard Retention Programme
684,France,Female,41,6,135203.81,2,1,1,121967.88,0,1.1085107119127435,0.2857142857142857,1.0,1.9420723727892657,0.68,36-45,Premium,0,0,0,Premium Loyal,0.1464,0,19793.84,88.0,Loyal,Relationship Manager Assignment
706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0,0.7335750279664661,0.6666666666666666,0.7,1.7959840354073369,0.4399999999999999,18-25,High,0,2,1,Premium Loyal,0.0169,0,1576.8,64.0,Stable,Standard Retention Programme
490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,0.8894574808838793,0.3333333333333333,0.0,1.1993962709934598,0.25,26-35,Medium,0,2,1,High Risk,0.0546,0,5260.22,45.0,Moderate Risk,Reactivation Campaign
796,France,Male,44,8,165326.2,1,1,1,57205.55,0,2.8899872479637385,0.1111111111111111,1.0,2.0419532033771675,0.64,36-45,Premium,0,0,1,Premium Loyal,0.1447,0,23922.7,71.5,Stable,Cross-Sell Programme
849,France,Male,27,0,0.0,2,0,1,157891.86,0,0.0,2.0,0.7,1.792855541412629,0.3799999999999999,26-35,High,0,0,1,Young Active,0.0073,0,0.0,58.0,Moderate Risk,Standard Retention Programme
779,France,Female,41,10,99786.2,1,1,0,86927.53,0,1.1479108182319429,0.0909090909090909,0.3,1.8003244966746053,0.42,36-45,Premium,1,0,0,Wealthy Disengaged,0.2822,0,28159.67,49.5,Moderate Risk,Reactivation Campaign
794,Spain,Female,22,4,114440.24,1,1,1,107753.07,0,1.0620502780080605,0.2,1.0,2.0211382769141717,0.52,18-25,Premium,0,1,0,Premium Loyal,0.017,0,1945.48,59.5,Moderate Risk,Cross-Sell Programme
748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,1.7231625111947373,0.2,0.3,1.926558181321964,0.24,36-45,Premium,1,1,1,Wealthy Disengaged,0.179,0,25341.67,31.5,Moderate Risk,Reactivation Campaign
663,Spain,Female,22,9,0.0,1,1,0,29135.89,1,0.0,0.1,0.3,0.691720885359376,0.39,18-25,Low,0,1,0,High Risk,0.2884,0,0.0,46.5,Moderate Risk,Reactivation Campaign
645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0,7.818952896179273,0.5,0.7,1.306114498392705,0.3099999999999999,46-55,Medium,0,1,0,Premium Loyal,0.3964,1,52989.42,38.5,Moderate Risk,Cross-Sell Programme
464,France,Female,33,10,147493.7,2,1,0,100447.53,0,1.468351005236214,0.1818181818181818,0.3,1.3721718972977943,0.52,26-35,Medium,1,0,0,Wealthy Disengaged,0.0685,0,10103.32,72.0,Stable,Reactivation Campaign
737,France,Male,54,9,0.0,1,1,0,83470.4,1,0.0,0.1,0.3,1.145650703062131,0.39,46-55,Medium,0,0,1,High Risk,0.9188,1,0.0,46.5,Moderate Risk,Immediate Outreach
590,France,Female,29,4,0.0,2,1,0,121846.81,0,0.0,0.4,0.3,0.9895476588800796,0.3399999999999999,26-35,Low,0,0,0,High Risk,0.0453,0,0.0,54.0,Moderate Risk,Reactivation Campaign
522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0,0.7359895263359317,0.25,1.0,1.3748321715966991,0.49,36-45,Medium,0,2,0,Premium Loyal,0.3512,1,33371.93,56.5,Moderate Risk,Cross-Sell Programme
648,France,Female,34,3,0.0,1,1,0,54726.43,0,0.0,0.25,0.3,0.7862487183564638,0.21,26-35,Low,0,0,0,High Risk,0.3506,1,0.0,28.5,High Risk,Reactivation Campaign
754,France,Male,37,6,0.0,1,1,1,116141.72,0,0.0,0.1428571428571428,1.0,1.3528182133508884,0.5800000000000001,36-45,Medium,0,0,1,Young Active,0.1174,0,0.0,65.5,Stable,Cross-Sell Programme
669,France,Male,50,4,149713.61,3,1,1,124872.42,1,1.1989229573435245,0.6,1.0,1.9990122576195548,0.72,46-55,Premium,0,0,1,Premium Loyal,0.9903,1,148261.39,58.0,Moderate Risk,Immediate Outreach
648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1,0.5790788514859431,0.5,0.0,2.038022039317351,0.03,36-45,Premium,1,2,0,Wealthy Disengaged,0.8832,1,95353.26,10.5,High Risk,Immediate Outreach
763,France,Male,40,3,0.0,2,1,0,134281.11,0,0.0,0.5,0.3,1.466790203175027,0.31,36-45,High,0,0,1,High Risk,0.0521,0,0.0,51.0,Moderate Risk,Reactivation Campaign
790,Spain,Male,32,3,0.0,1,1,0,91044.47,0,0.0,0.25,0.3,1.3110434902042956,0.21,26-35,Medium,0,1,1,High Risk,0.2559,0,0.0,28.5,High Risk,Reactivation Campaign
581,France,Male,37,7,0.0,2,1,1,74320.75,0,0.0,0.25,1.0,0.7258170548077377,0.71,36-45,Low,0,0,1,Young Active,0.0139,0,0.0,91.0,Loyal,Standard Retention Programme
703,France,Male,43,8,0.0,2,1,0,9704.66,0,0.0,0.2222222222222222,0.3,0.6883903771106482,0.4599999999999999,36-45,Low,0,0,1,High Risk,0.0472,0,0.0,66.0,Stable,Reactivation Campaign
571,France,Female,33,9,102017.25,2,0,0,128600.49,0,0.793282021849047,0.2,0.0,1.5270850792052628,0.37,26-35,High,1,0,0,Wealthy Disengaged,0.089,0,9079.54,57.0,Moderate Risk,Reactivation Campaign
657,Spain,Female,27,8,0.0,2,0,0,6468.24,0,0.0,0.2222222222222222,0.0,0.5618492775205717,0.3399999999999999,26-35,Low,0,1,0,High Risk,0.0197,0,0.0,54.0,Moderate Risk,Reactivation Campaign
737,France,Male,44,7,0.0,2,0,0,57898.58,0,0.0,0.25,0.0,1.015333102360708,0.31,36-45,Low,0,0,1,High Risk,0.0719,0,0.0,51.0,Moderate Risk,Reactivation Campaign
793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0,0.5031944341934168,0.2222222222222222,0.0,2.3531641627685147,0.3399999999999999,26-35,Premium,0,1,1,Wealthy Disengaged,0.0454,0,4389.02,54.0,Moderate Risk,Reactivation Campaign
783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,0.4982001897152463,0.25,0.3,2.1071005498758466,0.21,36-45,Premium,0,1,0,Wealthy Disengaged,0.602,1,49250.65,28.5,High Risk,Reactivation Campaign
751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0,0.674457220986423,0.2,0.3,1.7791251516210866,0.24,26-35,High,0,1,1,Wealthy Disengaged,0.1803,0,14294.47,31.5,Moderate Risk,Reactivation Campaign
579,France,Male,31,6,0.0,2,1,0,26149.25,0,0.0,0.2857142857142857,0.3,0.4755436089626538,0.4,26-35,Low,0,0,1,High Risk,0.0132,0,0.0,60.0,Moderate Risk,Reactivation Campaign
655,Germany,Female,36,10,122314.39,1,1,0,9181.66,0,13.320147974552036,0.0909090909090909,0.3,1.2286100141054557,0.42,36-45,Medium,1,2,0,Wealthy Disengaged,0.3704,1,45305.25,49.5,Moderate Risk,Reactivation Campaign
614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0,0.8447922609408884,0.1111111111111111,1.0,2.0317384792436406,0.64,36-45,Premium,0,2,1,Premium Loyal,0.6202,1,87283.07,71.5,Stable,Cross-Sell Programme
678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1,0.599489178874959,0.3333333333333333,0.3,2.20192685887682,0.18,46-55,Premium,1,2,1,Wealthy Disengaged,0.8833,1,103287.02,25.5,High Risk,Immediate Outreach
562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0,1.9285266255973568,0.3333333333333333,0.3,1.6284403050445029,0.37,36-45,High,1,1,1,Wealthy Disengaged,0.0959,0,15866.18,57.0,Moderate Risk,Reactivation Campaign
711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0,1.208685172856924,0.1666666666666666,0.3,1.8457959758720257,0.27,46-55,Premium,1,2,0,Wealthy Disengaged,0.9543,1,118147.14,34.5,Moderate Risk,Immediate Outreach
620,France,Male,37,0,107548.94,1,1,0,71175.94,0,1.511008200127738,1.0,0.3,1.3814117437680102,0.12,36-45,Medium,1,0,1,Wealthy Disengaged,0.1299,0,13970.61,19.5,High Risk,Reactivation Campaign
437,France,Male,49,9,111634.29,2,0,1,166440.32,0,0.670712597088271,0.2,0.7,1.451061443267121,0.6499999999999999,46-55,High,0,0,1,Premium Loyal,0.2088,0,23309.24,85.0,Loyal,Relationship Manager Assignment
691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,0.7333163318503167,0.3333333333333333,1.0,1.955730472064632,0.84,36-45,Premium,0,2,0,Young Active,0.9828,1,107276.51,70.0,Stable,Immediate Outreach
552,Spain,Female,34,4,0.0,2,1,0,140286.69,0,0.0,0.4,0.3,0.9926107967299178,0.3399999999999999,26-35,Low,0,1,0,High Risk,0.0569,0,0.0,54.0,Moderate Risk,Reactivation Campaign
765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0,0.8256949861592857,0.3333333333333333,1.0,1.781123636772412,0.65,26-35,High,0,2,1,Premium Loyal,0.0267,0,2297.67,85.0,Loyal,Standard Retention Programme
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1,1.3907706214344435,0.0909090909090909,0.0,1.5385302230850575,0.3,46-55,High,1,2,0,Wealthy Disengaged,0.9311,1,91655.84,37.5,Moderate Risk,Immediate Outreach
764,Spain,Male,29,5,0.0,2,1,0,65868.28,0,0.0,0.3333333333333333,0.3,1.1205411188343926,0.37,26-35,Medium,0,1,1,High Risk,0.0133,0,0.0,57.0,Moderate Risk,Reactivation Campaign
585,France,Female,32,8,144705.87,2,0,0,171482.56,0,0.8438468970436582,0.2222222222222222,0.0,2.0086591977211974,0.3399999999999999,26-35,Premium,1,0,0,Wealthy Disengaged,0.1838,0,26596.94,54.0,Moderate Risk,Reactivation Campaign
784,France,Male,31,7,0.0,2,1,1,143204.41,0,0.0,0.25,1.0,1.5625038327338965,0.71,26-35,High,0,0,1,Young Active,0.0098,0,0.0,91.0,Loyal,Standard Retention Programme
605,France,Male,41,5,91612.91,1,1,1,28427.84,0,3.222534229324869,0.1666666666666666,1.0,1.0419839004906517,0.55,36-45,Low,0,0,1,Premium Loyal,0.1276,0,11689.81,62.5,Stable,Cross-Sell Programme
699,Spain,Male,40,2,0.0,1,1,0,78387.32,0,0.0,0.3333333333333333,0.3,1.0288375196882338,0.18,36-45,Low,0,1,1,High Risk,0.4435,1,0.0,25.5,High Risk,Reactivation Campaign
544,France,Female,40,7,0.0,1,0,1,161076.92,0,0.0,0.125,0.7,1.0794219845399462,0.49,36-45,Medium,0,0,0,Young Active,0.4973,1,0.0,56.5,Moderate Risk,Cross-Sell Programme
803,France,Female,32,9,185967.98540000003,1,1,1,54277.45,1,3.426184524429125,0.1,1.0,2.1547740500932413,0.67,26-35,Premium,0,0,0,Premium Loyal,0.6624,1,123185.19,74.5,Stable,Cross-Sell Programme
735,France,Male,41,7,179904.0,1,1,1,137180.95,0,1.3114261752366108,0.125,1.0,2.381974866272929,0.6100000000000001,36-45,Premium,0,0,1,Premium Loyal,0.1947,0,35027.31,68.5,Stable,Cross-Sell Programme
673,France,Male,59,0,178058.06,2,0,1,21063.71,1,8.452908205239948,2.0,0.7,1.631973561138946,0.3799999999999999,56+,High,0,0,1,Premium Loyal,0.4435,1,78968.75,58.0,Moderate Risk,Relationship Manager Assignment
652,France,Male,30,2,176166.56,2,1,1,152210.81,0,1.157377735669788,0.6666666666666666,1.0,2.2399073363452207,0.56,26-35,Premium,0,0,1,Premium Loyal,0.0529,0,9319.21,76.0,Stable,Relationship Manager Assignment
694,France,Male,42,3,156864.2,2,0,0,88890.75,0,1.7646654498308336,0.5,0.0,1.91390385626694,0.19,36-45,Premium,1,0,1,Wealthy Disengaged,0.1966,0,30839.5,39.0,Moderate Risk,Reactivation Campaign
741,France,Female,44,7,0.0,2,1,1,190534.76,0,0.0,0.25,1.0,1.700835157172815,0.71,36-45,High,0,0,0,Young Active,0.0657,0,0.0,91.0,Loyal,Standard Retention Programme
590,Spain,Male,30,3,0.0,2,1,0,83090.35,0,0.0,0.5,0.3,0.7920392735214827,0.31,26-35,Low,0,1,1,High Risk,0.0176,0,0.0,51.0,Moderate Risk,Reactivation Campaign
809,Spain,Female,33,3,0.0,2,0,1,141426.78,0,0.0,0.5,0.7,1.613253392023594,0.47,26-35,High,0,1,0,Young Active,0.0259,0,0.0,67.0,Stable,Standard Retention Programme
523,France,Male,34,2,161588.89,1,1,1,51358.66,0,3.146221957076819,0.3333333333333333,1.0,1.3389500560376466,0.46,26-35,Medium,0,0,1,Premium Loyal,0.1005,0,16239.68,53.5,Moderate Risk,Cross-Sell Programme
540,France,Male,48,2,109349.29,1,1,0,88703.04,1,1.2327430633373633,0.3333333333333333,0.3,1.2890257245016294,0.18,46-55,Medium,1,0,1,Wealthy Disengaged,0.6078,1,66462.5,25.5,High Risk,Reactivation Campaign
596,Spain,Female,29,6,0.0,2,1,0,116696.77,0,0.0,0.2857142857142857,0.3,0.97765639579863,0.4,26-35,Low,0,1,0,High Risk,0.0354,0,0.0,60.0,Moderate Risk,Reactivation Campaign
597,France,Female,36,9,0.0,2,1,1,7156.09,0,0.0,0.2,1.0,0.4218139882605061,0.77,36-45,Low,0,0,0,Young Active,0.0522,0,0.0,97.0,Loyal,Standard Retention Programme
432,Spain,Male,37,1,0.0,1,1,1,49161.12,1,0.0,0.5,1.0,0.241140702327283,0.43,36-45,Low,0,1,1,Young Active,0.1886,0,0.0,50.5,Moderate Risk,Cross-Sell Programme
748,France,Male,60,0,152335.7,1,1,0,126743.33,1,1.2019133321388027,1.0,0.3,2.2116415790383384,0.12,56+,Premium,1,0,1,Wealthy Disengaged,0.9394,1,143104.16,19.5,High Risk,Immediate Outreach
562,France,Female,51,1,124662.54,1,1,1,65390.46,1,1.9064039860862565,0.5,1.0,1.3051965825297605,0.43,46-55,Medium,0,0,0,Premium Loyal,0.7259,1,90492.54,50.5,Moderate Risk,Cross-Sell Programme
734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0,0.659205394300406,0.1818181818181818,1.0,1.912762801980539,0.8,46-55,Premium,0,2,0,Premium Loyal,0.3083,1,28216.24,100.0,Loyal,Standard Retention Programme
710,France,Male,45,1,0.0,2,1,1,36154.66,0,0.0,1.0,1.0,0.8399297184108895,0.53,36-45,Low,0,0,1,Young Active,0.0573,0,0.0,73.0,Stable,Standard Retention Programme
539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,1.0384251727102856,0.1428571428571428,0.7,0.8847820240967855,0.4599999999999999,36-45,Low,0,1,0,Young Active,0.2856,0,17722.13,53.5,Moderate Risk,Cross-Sell Programme
542,France,Male,32,7,107871.72,1,1,0,125302.64,0,0.8608825729244578,0.125,0.3,1.4723818438614042,0.33,26-35,High,1,0,1,Wealthy Disengaged,0.0688,0,7421.57,40.5,Moderate Risk,Reactivation Campaign
717,France,Female,36,2,99472.76,2,1,0,94274.72,1,1.055125964564365,0.6666666666666666,0.3,1.6877560027259075,0.2799999999999999,36-45,High,1,0,0,Wealthy Disengaged,0.1638,0,16293.64,48.0,Moderate Risk,Reactivation Campaign
682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0,1.2520785995386712,0.0909090909090909,1.0,1.7983273021687505,0.7,46-55,High,0,1,0,Premium Loyal,0.3296,1,42201.66,77.5,Stable,Cross-Sell Programme
515,France,Male,33,2,0.0,2,1,1,136028.97,0,0.0,0.6666666666666666,1.0,0.8823961088008396,0.56,26-35,Low,0,0,1,Young Active,0.0176,0,0.0,76.0,Stable,Standard Retention Programme
526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,1.0410410425864216,0.2222222222222222,0.3,1.3930688077361222,0.4599999999999999,26-35,Medium,1,1,0,Wealthy Disengaged,0.1052,0,12059.56,66.0,Stable,Reactivation Campaign
702,France,Male,26,5,56738.47,2,1,1,100442.22,1,0.5648810342798648,0.3333333333333333,1.0,1.4535074851982956,0.65,26-35,High,0,0,1,Young Active,0.0312,0,1770.24,85.0,Loyal,Standard Retention Programme
